,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_2021,MTWM_nichefrac_2021,MTCM_nichefrac_2021,AP_nichefrac_2021,PDQ_nichefrac_2021
126,Adenomera coca,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.29652559573366183,0.006996953721361649,1.0,1.0,1.0,1.0,1.0
127,Leiopelma pakeka,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.228825122365465,0.0008782591758966408,1.0,1.0,1.0,1.0,1.0
128,Atelopus nicefori,4,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.3047412804296138,0.007389953187012693,1.0,1.0,1.0,1.0,1.0
129,Philautus mjobergi,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),4.681006462619822,1.1005661549752244,1.0,1.0,1.0,1.0,1.0
130,Philautus mjobergi,6,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,2.1801818314882864,0.12634126649468258,1.0,1.0,1.0,0.7999812863787098,0.7999812863787098
131,Eleutherodactylus andrewsi,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.6007595022344954,0.018199106511770643,1.0,1.0,1.0,1.0,1.0
132,Phrynobatrachus stewartae,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG)",0,Extant (resident),2.710377911352422,0.23037935097697052,1.0,1.0,1.0,1.0,1.0
133,Pelophryne linanitensis,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10046089582511716,0.0008030970507018226,1.0,1.0,1.0,1.0,1.0
134,Bolitoglossa subpalmata,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),2.9759753469911976,0.10207858904358899,1.0,1.0,1.0,1.0,1.0
135,Amolops xinduqiao,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),9.528492185094354,3.504686194455647,1.0,1.0,1.0,1.0,1.0
136,Gephyromantis redimitus,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),22.785221267109446,4.439878199853028,1.0,1.0,1.0,0.9189241710761121,0.9027941049033039
137,Gastrotheca dendronastes,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.110811760383025,0.2586624213613782,1.0,1.0,1.0,1.0,1.0
138,Gastrotheca dendronastes,1,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.4866188085245211,0.01884329700142839,1.0,1.0,1.0,1.0,1.0
139,Nidirana daunchina,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),16.551624323813215,7.513427028081771,1.0,1.0,1.0,0.9876916908590269,0.9877697900322312
140,Aromobates haydeeae,4,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.10418727581142904,0.0008637813745230555,1.0,1.0,1.0,1.0,1.0
141,Phytotriades auratus,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.9799743646373036,0.0025139594504595664,1.0,1.0,1.0,1.0,1.0
142,Mantella milotympanum,1,1,1,Jennifer Luedtke,2015,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.33724746098979763,0.005589062615942998,1.0,1.0,1.0,1.0,1.0
143,Ameerega pepperi,1,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.702467341421763,0.24280004780356973,1.0,1.0,1.0,1.0,1.0
144,Amietia desaegeri,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),10.80632022588161,1.8205263401616076,1.0,1.0,1.0,0.9482808865666784,0.9482533091786004
145,Thorius pinicola,1,1,1,Kelsey Neam,2019,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.49229160907175995,0.005476095924231055,1.0,1.0,1.0,0.6663862838471728,1.0
146,Oreophryne kampeni,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.22170573519586229,0.00391140662419173,1.0,1.0,1.0,1.0,1.0
147,Pristimantis insignitus,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.063105342134866,0.07690107074562304,1.0,1.0,1.0,0.5998307455561858,0.799831508326027
148,Pristimantis cosnipatae,1,1,1,Jennifer Luedtke,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.19137223954063173,0.002385595137233404,1.0,1.0,1.0,1.0,1.0
149,Platymantis sierramadrensis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.107456730166784,0.6142485766488085,1.0,1.0,1.0,0.8468153726532783,0.8085720835180983
150,Hyperolius balfouri,1,1,1,IUCN,2013,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),75.339868489398,92.39058427857894,0.9963692940376664,0.9450499453190567,0.9969670169604078,0.9824163941677272,0.9933167517790981
151,Craugastor punctariolus,4,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Possibly Extinct,5.495187068037197,0.3116235978594508,1.0,1.0,1.0,1.0,0.9444583903455911
152,Rhinella chrysophora,4,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.19277764017463553,0.0014531870914162408,1.0,1.0,1.0,1.0,1.0
153,Rhinella chrysophora,3,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extant (resident),3.5977655720902004,0.08511899118308063,1.0,1.0,1.0,1.0,1.0
154,Scinax boulengeri,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),63.081459241482825,10.077896380654085,0.9681717483978745,0.9611010088495716,0.9788320983567763,0.9537238867440277,0.9536986137568475
155,Scinax boulengeri,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.5987618815776853,0.017207264129681453,1.0,1.0,1.0,1.0,1.0
156,Hynobius retardatus,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),25.34078240678133,8.603242624194282,1.0,1.0,1.0,0.9681031022165357,0.9843274990499845
157,Cardioglossa cyaneospila,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),8.606498117163293,0.7856971460386959,1.0,1.0,1.0,0.9311073804879132,0.9310453096520014
158,Craugastor cyanochthebius,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.0395707042587872,0.025263065935043745,1.0,1.0,1.0,1.0,1.0
159,Kalophrynus eok,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.09633120245907083,0.0007384363622210365,1.0,1.0,1.0,1.0,1.0
160,Grandisonia larvata,1,1,1,Jennifer Luedtke,2012,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),1.4799331889201315,0.018866363778781436,1.0,1.0,1.0,1.0,1.0
161,Kaloula rugifera,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),13.58777222923144,5.161682363699238,1.0,1.0,1.0,1.0,0.98252662770226
162,Tylototriton uyenoi,1,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),39.22951905754123,0.7412943315634304,1.0,1.0,1.0,1.0,1.0
163,Tylototriton uyenoi,3,1,1,Timothy Cutajar,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),24.77617170674018,0.38376616413995884,1.0,1.0,1.0,1.0,1.0
164,Conraua sagyimase,3,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),0.4856937481352251,0.005010764290528077,1.0,1.0,1.0,1.0,1.0
165,Conraua sagyimase,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.18135130869024138,0.0019790167937018687,1.0,1.0,1.0,1.0,1.0
166,Conraua sagyimase,3,1,1,"Jennifer Luedtke, Louise Hobin & Kelsey Neam",2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),0.6879523114847622,0.008956258639465446,1.0,1.0,1.0,1.0,1.0
167,Paramesotriton fuzhongensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.031711346089835,0.2952879889674135,1.0,1.0,1.0,1.0,1.0
168,Meristogenys whiteheadi,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),13.711461676933036,2.561744947097658,0.9750263389872166,0.9750042959357009,1.0,0.9875082859378366,0.9749672187174554
169,Cacosternum platys,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),1.214412735623816,0.026346132490223044,1.0,1.0,1.0,1.0,1.0
170,Colostethus furviventris,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10603981900894813,0.0008947727146702521,1.0,1.0,1.0,1.0,1.0
171,Andinobates tolimensis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.17394397506447282,0.0023412841838480504,1.0,1.0,1.0,1.0,1.0
172,Ranitomeya defleri,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21422327061737859,0.0016293421893208726,1.0,1.0,1.0,1.0,1.0
173,Ranitomeya defleri,1,1,1,Kelsey Neam,2015,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.15815145082367324,0.0007629674430513566,1.0,1.0,1.0,1.0,1.0
174,Limnonectes macrocephalus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),45.741246152998634,9.12557212699049,0.9297024850997337,0.9472406397141958,0.938504541581282,0.934152854050605,0.8676750063265639
175,Blommersia blommersae,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),7.387808375935575,1.5309957696361736,1.0,1.0,1.0,1.0,1.0
176,Eupsophus calcaratus,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),186.79604129141345,17.942764813521027,0.9893877372493867,1.0,0.9957486485875952,0.9934803079524098,0.96946983206326
177,Litoria macki,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.16824389258777914,0.002252463317862123,1.0,1.0,1.0,1.0,1.0
178,Hyloscirtus lascinius,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),5.825348816244276,0.24537464736279518,1.0,1.0,1.0,0.9444391578756669,0.9444391578756669
179,Cornufer parilis,1,1,1,Jennifer Luedtke,2019,IUCN (International Union for Conservation of Nature).,0,Extant (resident),5.9386758131724635,0.31370823432372313,0.8125191093539769,1.0,0.937570851403405,1.0,1.0
180,Microkayla katantika,1,1,1,Sean Lyon,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10801552522748445,0.0009284263072796979,1.0,1.0,1.0,1.0,1.0
181,Dendropsophus praestans,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.9427713515338879,0.02554202137653328,1.0,1.0,1.0,1.0,1.0
182,Sooglossus sechellensis,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.49797460112703357,0.0023336061561173398,1.0,1.0,1.0,1.0,1.0
183,Oreobates granulosus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),5.1113642768531635,0.8232395169131109,1.0,1.0,1.0,0.8927196455031732,0.9642520115061574
184,Cophixalus hannahae,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.9987212836920758,0.04530742193264856,1.0,1.0,1.0,1.0,1.0
185,Zhangixalus viridis,5,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extinct,0.16900535813158094,0.0016536959695488316,1.0,1.0,1.0,1.0,1.0
186,Zhangixalus viridis,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.169809161631675,0.11606586195948995,1.0,1.0,1.0,1.0,1.0
187,Engystomops pustulosus,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),171.5717544755596,73.89242516294784,0.9615720001656833,0.962888476259656,0.9805215446419396,0.9967466670156532,0.9941333237599173
188,Boophis doulioti,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),38.79562763346623,21.17677821432504,0.9512017275202657,1.0,0.9753919746451736,0.9951580983441732,0.9830629340713045
189,Dyscophus antongilii,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),12.540948219352641,3.1590827818585248,1.0,1.0,1.0,0.9377555441087531,0.9626115197090849
190,Leucostethus yaguara,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.7546246203945797,0.013882633783460637,1.0,1.0,1.0,1.0,1.0
191,Incilius tacanensis,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),1.9777218053034327,0.08907856898055265,1.0,1.0,1.0,0.7497451733575378,1.0
192,Boophis pauliani,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),14.050893106244963,3.976701631292843,1.0,1.0,1.0,1.0,1.0
193,Gephyromantis klemmeri,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),2.413498655151589,0.11207213731250136,1.0,1.0,1.0,1.0,1.0
194,Bufo luchunnicus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10474830567283995,0.000873109245219957,1.0,1.0,1.0,1.0,1.0
195,Sanguirana luzonensis,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.386759062019619,0.280917683128593,1.0,1.0,1.0,1.0,0.9334238621258727
196,Sanguirana luzonensis,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),13.301854821992974,1.7511741310214055,0.8499470711422275,0.8165476624132832,0.8332039836987669,0.8671727382618726,0.7840130074937993
197,Sanguirana luzonensis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),6.242265433993243,0.38223446897409724,1.0,1.0,1.0,1.0,0.8794920260552739
198,Cacosternum namaquense,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),10.7473073272619,4.255807245155017,1.0,1.0,1.0,0.9586821780796346,0.917008674989607
