Species
Rhacophorus cyanopunctatus
Rhacophorus dennysi
Rhacophorus dorsoviridis
Rhacophorus duboisi
Rhacophorus dugritei
Rhacophorus dulitensis
Rhacophorus everetti
Rhacophorus fasciatus
Rhacophorus feae
Rhacophorus gadingensis
Rhacophorus gauni
Rhacophorus harrissoni
Rhacophorus hui
Rhacophorus hungfuensis
Rhacophorus jarujini
Rhacophorus kajau
Rhacophorus leucofasciatus
Rhacophorus maximus
Rhacophorus minimus
Rhacophorus moltrechti
Rhacophorus nigropunctatus
Rhacophorus omeimontis
Rhacophorus owstoni
Rhacophorus penanorum
Rhacophorus prasinatus
Rhacophorus prominanus
Rhacophorus puerensis
Rhacophorus robinsonii
Rhacophorus rufipes
Rhacophorus schlegelii
Rhacophorus suffry
Rhacophorus taipeianus
Rhacophorus viridis
Rhacophorus yaoshanensis
Rhacophorus yinggelingensis
Theloderma andersoni
Theloderma baibengensis
Theloderma kwangsiense
Bryophryne flammiventris
Bryophryne gymnotis
Noblella Duellmani
Psychrophrynella adenopleura
Psychrophrynella ankohuma
Psychrophrynella boettgeri
Psychrophrynella chacaltaya
Psychrophrynella condoriri
Psychrophrynella guillei
Psychrophrynella harveyi
Psychrophrynella iani
Psychrophrynella iatamasi
Psychrophrynella illampu
Psychrophrynella illimani
Psychrophrynella kallawaya
Psychrophrynella katantika
Psychrophrynella kempffi
Psychrophrynella pinguis
Psychrophrynella quimsacruzis
Psychrophrynella saltator
Psychrophrynella wettsteini
Hypodactylus adercus
Hypodactylus araiodactylus
Hypodactylus babax
Hypodactylus brunneus
Hypodactylus dolops
Hypodactylus elassodiscus
Hypodactylus fallaciosus
Hypodactylus latens
Hypodactylus lucida
Hypodactylus lundbergi
Hypodactylus mantipus
Hypodactylus nigrovittatus
Hypodactylus peraccai
Niceforonia columbiana
Oreobates simmonsi
Phrynopus ayacucho
Pristimantis achuar
Pristimantis caliginosus
Pristimantis crepitans
Pristimantis douglasi
Pristimantis Duellmani
Pristimantis educatoris
Pristimantis flavobracatus
Pristimantis kelephas
Pristimantis lassoalcalai
Pristimantis lentiginosus
Pristimantis prolixodiscus
Pristimantis reclusas
Pristimantis stegolepis
Pristimantis tepuiensis
Pristimantis terraebolivaris
Pristimantis Truebae
Strabomantis aramunha
Batrachuperus taibaiensis
Hynobius fuca
Hynobius yatsui
Paradactylodon gorganensis
