,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,urbanareas_2021,cropland_2021,rangeland_2021,managed_pasture_2021
7711,Sphaerotheca breviceps,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),109.49156789241955,182.86101227129413,0.009134956049223035,0.5697988773067045,0.008720475633773931,0.024256741254718033
7712,Sphaerotheca breviceps,6,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,124.92145343962316,103.53072847065793,,,,
7713,Sphaerotheca dobsonii,6,1,1,Nieves Garcia & Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,31.40160987002618,14.33940997745566,0.008895059364068461,0.4004707113019845,0.004935251753202902,0.036504499309792486
7714,Sphaerotheca dobsonii,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),19.714874317773873,7.401677149613765,0.015378009654830091,0.4134971565262558,0.0012196263655215494,0.0224069290842545
7715,Sphaerotheca maskeyi,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),9.342713205654503,1.5052784542487805,0.010090645109215732,0.29290060850358074,1.441913257821567e-09,0.1018155351190401
7716,Sphaerotheca maskeyi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),14.450527873454874,6.244774239688459,0.009381607826718232,0.6261475721435699,0.0061767085284460755,0.01641533062479339
7717,Sphaerotheca maskeyi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.382548589116853,2.3688046265597613,0.0019863826734400018,0.5923834330137718,5.9575339880851834e-05,0.03867968629184211
7718,Sphaerotheca maskeyi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.8723644582532262,0.27897805441622386,0.004101261450680261,0.7029992054177185,2.3003411797286583e-10,0.02839138485539545
7719,Sphaerotheca maskeyi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.829312980538564,3.094342243047847,0.007856514387176473,0.27807086136372217,0.004655291904232153,0.011797984286082865
7720,Sphaerotheca maskeyi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5825725856177613,0.026932688988874267,0.0031891493073676184,0.7058311714015042,0.026802172301793332,0.0
7721,Sphaerotheca maskeyi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.1083437224513149,0.09775468823968993,0.01373603615023127,0.4821282203629955,0.0043803728867895745,0.026672578313240918
7722,Sphaerotheca pluvialis,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.0555447471222252,0.2507050166154534,0.051725528902830685,0.4933604431648945,5.079016995619184e-10,0.032502378076817676
7723,Sphaerotheca pluvialis,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.1888714797070724,0.0028386658699650954,0.0,0.48132944107055664,6.746859182449327e-10,0.04177224636077881
7724,Sphaerotheca rolandae,1,1,1,Lauren Warr,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),18.582886179779894,3.325802981996002,0.006100652163028802,0.2238019048801092,0.0006032959668290903,0.03928084979777108
7725,Sphaerotheca rolandae,6,1,1,Lauren Warr,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,57.906955100768734,56.94721088698072,,,,
7726,Triturus anatolicus,1,1,1,Ugur Kaya,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),26.997903822447054,6.995468600580912,0.01269344326086475,0.18664224834806942,0.019048344584273996,0.06769761379994152
7727,Triturus ivanbureschi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),52.09558755859379,21.707326630177626,0.010580117700768521,0.2554301571031235,0.012336774927786728,0.12422617817673826
7728,Triturus ivanbureschi,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.6563198101677,0.8929615773503551,0.029107788284232303,0.4324052578322174,0.0032542826895299477,0.09820019616305958
7729,Triturus karelinii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.034541873495565895,4.206999758330409e-05,0.0025339152198284864,0.2088178992271423,0.003566455096006393,0.15262572467327118
7730,Triturus karelinii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.4705238792440019,0.17205858997974643,0.01471627006865215,0.47615835671407375,0.04266859702648723,0.3290864095546464
7731,Triturus karelinii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.4727839433071703,0.17258459998451117,0.004933356947615876,0.48332790615866317,0.013505964573524428,0.2573889467379071
7732,Triturus karelinii,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),40.56277813944603,18.824856012299385,0.007544571450411303,0.18938368098439273,0.046838136588601365,0.1226130457858145
7733,Triturus karelinii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),16.495311192961445,4.125588060120675,0.011855708292206179,0.2125761632636775,0.219665517315843,0.021893165648831935
7734,Triturus karelinii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),11.350128298479685,1.823778643132219,0.0056892324487004195,0.1686908790741502,0.04492445843484463,0.04696603401895426
7735,Triturus karelinii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.362212858851418,0.7592894472696189,0.015262812013116375,0.3124000703878068,0.0033388811981447065,0.09623604245304952
7736,Uperodon montanus,1,1,1,Janice Chanson & Lauren Warr,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),10.025221432205736,2.335703177710239,0.010789846805385795,0.30738161132865194,7.1643663658061215e-06,0.01804532279049118
7737,Uperodon systoma,1,1,1,Lauren Warr,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),14.300758685068029,3.8186995394503755,,,,
7738,Uperodon systoma,3,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),4.18174038480339,0.26373102037263224,0.013378160813905112,0.7046755524087478,1.5089331958907268e-10,0.030570341484066354
7739,Uperodon systoma,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),95.17925995411021,212.07009647346436,,,,
7740,Uperodon triangularis,6,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,0.8116215678672449,0.050485659202882116,0.0156520064920187,0.4770674705505371,8.17418133181036e-10,0.03768869861960411
7741,Uperodon triangularis,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),5.753943857505468,1.3874174024882195,0.007233075394177177,0.3579003341040397,3.302957174738302e-05,0.020297347023419947
7742,Uperoleia martini,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),11.379635451355991,0.7941792778422485,0.0019458990918491635,0.06475281967211753,0.05450938399907704,0.024179287072171627
7743,Acris gryllus,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),126.65698858855457,63.882813685710175,0.024875241863585525,0.14792587903413754,0.016371176858364853,0.06689522129652775
7744,Alcalus tasanae,1,1,1,Timothy Cutajar & Jordann Crawford-Ash,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),117.28435478235834,8.401548002677695,,,,
7745,Alcalus tasanae,3,1,1,Timothy Cutajar & Jordann Crawford-Ash,2020,IUCN (International Union for Conservation of Nature).,0,Possibly Extant (resident),275.6895578999748,7.536573333201179,0.0021866818131365054,0.15174509351277735,0.000948966472306949,0.012048735363337018
7746,Allobates fratisenescus,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.5480844337121455,0.07819644929749255,0.0007415756222814269,0.006846173133184224,7.609767603024907e-06,0.005507335468038278
7747,Allobates fratisenescus,6,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,0.08415059445888842,0.0004357466018166761,5.936638262937777e-05,0.0009332298650406301,6.70013323542662e-05,5.569512359215878e-05
7748,Allobates fratisenescus,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),5.758726828955261,0.10872809530487604,,,,
7749,Ambystoma annulatum,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),38.89765185237526,14.21918574905298,0.01337561995882056,0.22378269947666007,0.15340640890793486,0.20947643668485827
7750,Ambystoma gracile,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),240.74415559416332,42.297748110826056,0.009298884593002477,0.02568485869289153,0.03931793308930851,0.02584748872045664
7751,Ambystoma jeffersonianum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),5.751067385403999,0.17066168993689673,0.03182921573137095,0.45799392911738657,0.0004510988143234605,0.06121573915916954
7752,Ambystoma jeffersonianum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),128.17064502999636,49.991408275489036,0.05208586910913085,0.20123447714752657,0.009671728630515375,0.15306644883997933
7753,Ambystoma laterale,1,1,1,IUCN,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),391.522097193524,214.0447423918053,0.015342967049865031,0.08598751222436912,0.013273988301606008,0.03552371015389229
7754,Ambystoma mabeei,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),44.69969642686524,11.016817737041036,0.022410026687240105,0.15728414430751833,0.006709567801241614,0.08555975050769166
7755,Ambystoma macrodactylum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),322.7901154057945,180.94785063682144,0.004726346453568445,0.055461686600113365,0.10486435493382383,0.01580972001572147
7756,Ambystoma maculatum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),468.1823893947556,247.53514787257095,0.027149415476650004,0.18688269004002378,0.030026934423273647,0.1153432739264796
7757,Ambystoma maculatum,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),111.73518525030362,74.75867247784623,,,,
7758,Ambystoma mavortium,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),86.97936028665141,381.65865760474753,0.004474667715073897,0.2332100502279724,0.42138424846890504,0.028647875553976344
7759,Ambystoma mavortium,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),14.929864141682822,14.222165577921482,0.0035483105393174434,0.14092078928095064,0.20011945520072832,0.017644321388739625
7760,Ambystoma talpoideum,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),179.47446843218793,65.50510733891346,0.0167860671432215,0.17101331694140848,0.03615968481914673,0.09641071163981946
7761,Ambystoma texanum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.3328094735774206,0.00479167073777147,0.0,0.0,0.0,0.0
7762,Ambystoma texanum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),215.28905651585734,138.54277028549816,0.022668812172374073,0.29367751893638633,0.12825994135869218,0.15631284969121048
7763,Ambystoma tigrinum,1,3,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant & Introduced (resident),0.33042201274056615,0.008687944861874023,0.28498002886772156,0.008249728940427303,0.38488906621932983,0.0
7764,Ambystoma tigrinum,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),336.7198946915322,369.8172995346237,,,,
7765,Ambystoma tigrinum,1,3,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant & Introduced (resident),0.33042201299058516,0.0086879448750216,0.0,0.002293120604008436,0.31526705622673035,0.0
7766,Ambystoma tigrinum,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),330.7456457868856,50.32178648079426,,,,
7767,Amolops australis,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.9579178674502844,0.12518852366902944,0.0039417057831143704,0.19324975801621921,0.0056313446742274195,0.013917631434231695
7768,Amolops gerutu,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.3542845973931525,0.21436954597284946,0.014109331495632331,0.22630732497875095,0.0022671206477425008,0.005357004047617729
7769,Amolops larutensis,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),10.696143514308377,3.355543035703814,0.03316829803199908,0.25542537960765704,0.00045398530103110446,0.007960563763140333
7770,Amolops larutensis,6,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,6.473349519164678,0.8210274230708643,0.02221967757198734,0.32011012932688687,1.3186377188992579e-10,0.0077237796179086314
7771,Amolops ottorum,1,1,1,Timothy Cutajar & Jodi Rowley,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.0153390657278925,0.041130908315341275,0.0019921111445826084,0.26232888452963626,2.0389729550060987e-10,0.0626551462862859
7772,Amolops ottorum,3,1,1,Timothy Cutajar & Jodi Rowley,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),4.320230734562625,0.038165531350045745,0.0019352861219670001,0.25644624847138087,2.305775740565167e-10,0.06161835809924109
7773,Amphiuma means,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),117.45882321955162,46.87439056080443,0.025033582088278945,0.1227772638072767,0.010854052951362483,0.04817328362755522
7774,Anaxyrus americanus,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),878.8734058015632,674.4434609315305,0.013492939050314469,0.14933401159319043,0.039547289223233514,0.06625114271717925
7775,Anaxyrus cognatus,1,1,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),257.9058387628375,285.5477794675019,0.004944686178288501,0.20118555287874065,0.4722808062632586,0.02852969448935428
7776,Anaxyrus fowleri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),297.5898490816563,200.71419750408063,0.03155278663547448,0.22043914072684137,0.039548838063920115,0.13741997442569936
7777,Anaxyrus fowleri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.4831396254794855,0.017601786046785688,0.04624922220128452,0.2688702712906245,0.0001404208760164023,0.07810089698097214
7778,Anaxyrus hemiophrys,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),148.88428124238365,184.6027311486756,0.0009768527222070698,0.3491253668995063,0.1450174539449149,0.010973562198568548
7779,Anaxyrus retiformis,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),11.9690004121689,5.192962007176124,0.002812643688121161,0.06114005197749423,0.6549699737146474,0.0
7780,Ascaphus truei,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),84.81595687621054,23.261663384132653,0.012063392812126553,0.050065759458645456,0.08850827879886145,0.03868237124347551
7781,Ascaphus truei,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),128.11924568181328,12.967195852655736,0.0027309542432452263,0.00812561956620507,0.011147787305589471,0.0011230511381726527
7782,Atelopus arthuri,4,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.07251453188185722,0.0004184251029816353,0.009349081665277481,0.20908227562904358,8.795923989168841e-10,0.07742676138877869
7783,Atelopus arthuri,4,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.5729894603283568,0.01010993243624297,0.022550294175744057,0.17199185490608215,8.699579390203382e-10,0.16652143001556396
7784,Atelopus boulengeri,4,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,3.1283743642054103,0.3994997162040521,0.005183419285034639,0.05904292899323931,0.0035931366731030722,0.03170763734476576
7785,Atelopus longirostris,4,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,2.2179389476080296,0.13855624515152196,0.025485081598162655,0.10228954628109932,0.0037659600299472613,0.054028145658473185
7786,Atelopus longirostris,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10399925643149856,0.000860666577746045,0.0,0.047321345657110214,0.0011312166461721063,0.014818823896348476
7787,Atelopus longirostris,6,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Presence Uncertain,0.10709483714153581,0.000912666156481993,0.0,0.00605297414585948,0.0003531659604050219,0.00015791741316206753
7788,Atelopus longirostris,6,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Presence Uncertain,0.10709483692729288,0.0009126661528303662,0.0018881673458963633,0.05986699461936951,7.136723434086889e-05,0.04342174530029297
7789,Atelopus petersi,4,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.7758940816379135,0.038059556289869206,0.056874871253967285,0.1343126893043518,8.982094512610672e-10,0.09844955801963806
7790,Atelopus petersi,4,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.3266348624521127,0.00849004938199099,0.0016053703729994597,0.08676478546112776,0.004058976774103939,0.09886746108531952
7791,Batrachoseps major,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),21.667380393275444,2.6718242983830707,0.1254851690080019,0.018945592301669142,0.27032819151297444,0.015148028250762259
7792,Boana heilprini,3,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature) and Conservation International,0,Possibly Extant (resident),27.714020871356567,3.105637521621416,0.011696955071189185,0.24091968968282193,0.0029964831977646687,0.14806252937510017
7793,Boana heilprini,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),8.107228356432907,0.1480819732370359,0.012355213948537757,0.22853266687371035,0.004569728717437524,0.1819859874607437
7794,Bolitoglossa chica,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.738254539012895,0.79405210265556,0.002486358684599669,0.11231700649079579,0.002284383458740102,0.02614768743355472
7795,Bolitoglossa chica,6,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,0.41082278241720527,0.003392236420702733,0.0020921339164488018,0.05172412656247616,0.003574165573809296,0.2405754867941141
7796,Bolitoglossa chica,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.0568194381598217,0.12834382674743844,0.010867529883776372,0.21476639190261043,0.0009044555628504513,0.03299945189932501
7797,Caecilia abitaguae,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.140224329999256,0.0919502340815858,,,,
7798,Centrolene charapita,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10241563491205698,0.0008346545855623862,0.00010009014658862725,0.011177842505276203,0.0,0.0002689822285901755
7799,Centrolene charapita,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.175796209874888,0.0020487750567874225,0.0008408470312133431,0.00596432201564312,9.723447146825492e-05,0.0020981784909963608
7800,Centrolene condor,1,1,1,Grace Reyes-Ortega,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.5518610091020517,0.06530394877576615,0.000911116654006913,0.017717474895098388,0.0005668903076894628,0.0028970200529094543
7801,Centrolene lynchi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.183499666594855,0.051258306934676895,0.057818833738565445,0.07337546348571777,0.003015856957063079,0.030657626688480377
7802,Centrolene lynchi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.41082278022310514,0.0033922364181103604,0.0020921339164488018,0.05172412656247616,0.003574165573809296,0.2405754867941141
7803,Centrolene sanchezi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2709505643568345,0.005841968772431337,0.003235721029341221,0.04989200830459595,0.009956065565347672,0.34585320949554443
7804,Centrolene sanchezi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.27095056435686043,0.0058419687724324465,0.0013095418689772487,0.020039306953549385,0.003134823404252529,0.07960869371891022
7805,Centrolene sanchezi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.27095056435684106,0.005841968772431618,0.0012471112422645092,0.007432129699736834,0.001455781515687704,0.00011868177534779534
7806,Centrolene sanchezi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.22651995838152442,0.0040824792045479315,0.001098439034964865,0.0412666681072874,5.5092896997649786e-09,0.39783789294352884
7807,Centrolene sanchezi,1,1,1,Kelsey Neam,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2709505643567955,0.005841968772429659,0.0005613859102595598,0.05557347182184458,0.007807478483300656,0.02700568886939436
7808,Chiasmocleis parkeri,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.8551445111747022,0.16105305844276022,0.0008739862779544962,0.0329620940649309,0.0034378069601446247,0.01300848319913398
7809,Craugastor augusti,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),5.804109656540135,0.5327725642557143,0.0002887223810071514,0.015429689744454893,0.1402872817070066,0.0
7810,Craugastor augusti,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),101.18500558536431,83.26861952317743,0.010789512904135986,0.11092979164770414,0.29559855633489396,0.10588043034533519
7811,Ctenophryne aequatorialis,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.3477944752784147,0.007957735255831561,0.00933811441063881,0.13417088985443112,0.009614607319235802,0.05990928038954735
7812,Ctenophryne aequatorialis,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6368697249579135,0.012842515422958306,0.013397662193033953,0.15760541094846758,0.011166870817945498,0.13736853818029665
7813,Ctenophryne aequatorialis,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.10608575497653874,0.0008955481055284827,0.0,0.16580918431282043,0.00815344788134098,0.18463459610939026
7814,Desmognathus brimleyorum,1,1,1,Nieves Garcia,2021,"IUCN (International Union for Conservation of Nature), Conservation International & Natureserve",0,Extant (resident),18.741626827618212,5.724802041302385,0.008115389656936853,0.14565285784005252,0.1792129187746385,0.15515333825972785
7815,Desmognathus ochrophaeus,1,1,1,IUCN,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),3.0448293945688745,0.5214561038918134,0.008740007889900736,0.08717969244548392,0.011641237437855308,0.18070723766405197
7816,Desmognathus ochrophaeus,1,1,1,IUCN,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),36.87903566758403,30.237045450664695,0.04514941878778987,0.13106685159516618,0.007807642453319665,0.13198544343968985
7817,Desmognathus ochrophaeus,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2784807743448884,0.004462231284510343,0.06690383702516556,0.3628320395946503,7.216988160507753e-05,0.020695319399237633
7818,Desmognathus ocoee,1,1,1,Nieves Garcia,2021,"IUCN (International Union for Conservation of Nature), Conservation International & Natureserve",0,Extant (resident),9.58243233226735,3.5975425920467434,0.04984227139360686,0.1028992869787973,0.003951951808710825,0.1665173043255206
7819,Desmognathus ocoee,1,1,1,Nieves Garcia,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.991921594735134,0.5431962610786566,0.019971188459560647,0.19118918482293543,0.022341561508096616,0.27633270748073246
7820,Desmognathus quadramaculatus,1,1,1,Ariadne Angulo,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10669689106733131,0.0009059207092595359,0.03860502317547798,0.1489642709493637,0.0,0.017329378053545952
7821,Desmognathus quadramaculatus,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),24.64066539846819,8.43505637292768,0.025077693161847756,0.1241421692870972,0.009221369434886093,0.20281025597434596
7822,Dicamptodon tenebrosus,1,1,1,IUCN,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),65.19078666237665,19.057234610219584,0.014765118421959248,0.05393537760766696,0.0635657644664321,0.04815517597399292
7823,Dryophytes arenicolor,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),118.29704844252032,120.2935532968864,0.007996310934708485,0.08770271687882139,0.34414319307795616,0.04986424965635662
7824,Dryophytes avivoca,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),112.1514562816617,43.09497233529032,0.015794332163514536,0.19016638337242994,0.03620302259482071,0.07534471185149946
7825,Dryophytes chrysoscelis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),66.25563851217827,20.9408283879938,0.01585154554322782,0.1864528058378631,0.0024341966577975565,0.02064601030328342
7826,Dryophytes chrysoscelis,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),437.31559620741626,366.3225594036309,0.023867553568983037,0.2432095263584102,0.07927997299916202,0.11507116105498766
