,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,urbanareas_2021,cropland_2021,rangeland_2021,managed_pasture_2021
0,Agalychnis medinae,4,1,1,Grisel Velasquez,2020,IUCN (International Union for Conservation of Nature).,0,Possibly Extinct,0.3705999504687024,0.0026276571338072563,0.10988564044237137,0.041485078632831573,0.0007839559693820775,0.15849396586418152
1,Agalychnis medinae,1,1,1,Grisel Velasquez,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),12.037777860003189,0.052402700644943116,0.04817678468922774,0.0636257603764534,0.025304472539573904,0.15506960451602936
2,Telmatobius mendelsoni,4,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.49778438615732135,0.01047791052017623,0.002218434191553262,0.05780900819733258,0.010951698553441015,0.33860361877099604
3,Thorius omiltemi,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.8425792404085658,0.010135338094544921,0.01065785065293312,0.0813060849905014,0.015990450978279114,0.2484731376171112
4,Ptychadena perplicata,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),35.86474781150094,55.70823737902021,0.001120170090824795,0.0223202300139491,0.09188827380454216,0.11067777978201743
5,Telmatobius hauthali,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.3923971564474438,0.009083071169183728,1.4696604921482503e-05,6.346507871057838e-05,0.2462904304265976,0.0
6,Plectrohyla pycnochila,4,1,1,IUCN & Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Possibly Extinct,0.1772934230838644,0.002501291813717827,0.019027885583731922,0.20619548795981305,2.8066398238160925e-09,0.1079955295482108
7,Cardioglossa nigromaculata,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),9.694854185174158,3.2299451992632986,0.00446391355695122,0.12140865896073859,0.0027208680488135266,0.04173696064508147
8,Andinobates bombetes,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.014825714972617,0.04302836060739629,0.009010461870925334,0.07855561659976738,0.02151739664953714,0.33153615491945565
9,Andinobates bombetes,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.4061669963173752,0.003404311642285243,0.004435537728839623,0.07212480429678735,0.017990204152896525,0.40622864890410604
10,Kassina cassinoides,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),66.30043032930561,131.89128981108897,0.0038454084569646703,0.291774635761554,0.13686447517370437,0.25225325265266463
11,Oreophryne sibilans,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.05250669393835622,0.00021930400000035597,0.0,2.6351211661940505e-21,0.0,0.0
12,Niceforonia fallaciosa,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.5305860451493744,0.012294343150221383,0.0,0.0021266997791826725,2.910648944087768e-10,0.014088483527302742
13,Niceforonia fallaciosa,1,1,1,Steve Best,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.2646021037282616,0.005571417407592854,0.0023130523040890694,0.08357453346252441,3.134236870039331e-09,0.08668974786996841
14,Craugastor xucanebi,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),7.145242874634042,0.8142920378816364,0.011790171932866798,0.11503515257821502,0.0003624167096021118,0.11651995783370267
15,Sclerophrys regularis,1,1,1,IUCN,2014,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),282.3394545423843,616.479039806591,0.004001362157822521,0.19879693911596072,0.15994265246783357,0.17422583890269516
16,Sclerophrys regularis,1,3,1,IUCN,2014,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant & Introduced (resident),8.424014692032248,0.3380068095595775,0.006846217679447948,0.010723880185812204,0.012372190311460654,0.0
17,Afrixalus weidholzi,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),117.45396478267742,177.49471070643324,0.003830528474764305,0.19136727249918786,0.019701402812727448,0.25999660783292877
18,Hyperolius argus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),108.53535496391588,60.53439237618536,0.0029888420868915983,0.10079617446976423,0.10621050794668283,0.3281440012173255
19,Pristimantis culatensis,1,1,1,Kelsey Neam,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.7450552087921767,0.026867065070527038,0.023750396445393562,0.053842104971408844,0.022816063836216927,0.12609408795833588
20,Scolecomorphus uluguruensis,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.6040997171369826,0.020023045956461236,0.0006793229982474401,0.2588446917856807,0.26857095785275437,0.17890912484094412
21,Choerophryne proboscidea,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),21.055969510784312,2.715377219782719,0.000577195051471969,0.02599913651419635,0.0006518728806977806,0.003794570813070615
22,Odorrana lungshengensis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),17.482128752795003,6.015340997790042,0.005535904797075943,0.16508438836451128,0.0003832725030898955,0.14420073599897643
23,Nymphargus chami,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),7.566097769581071,0.45652242650168173,0.0019623826695344977,0.05253684555860371,0.028494589131102276,0.3307708271930571
24,Oreophryne rookmaakeri,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.082426381450287,0.1615839599610964,0.00730842794291675,0.238411583006382,0.001189033706187309,0.08290184661746025
25,Oreophryne rookmaakeri,6,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,3.8816272605553204,0.30324050867343294,0.0016750973025911105,0.324230291088824,0.008844399157045966,0.19614314649862719
26,Arthroleptella bicolor,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),3.0768282781670666,0.19836007396293043,0.002008452825026206,0.20221794168716511,0.34057085833560957,0.2338282730897122
27,Litoria vocivincens,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),18.806329857879675,2.376401744748632,0.00016343489186822758,0.019734029385051977,0.0004285021437144372,0.002597581884626082
28,Pristimantis pirrensis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.560789217358129,0.010492688951190578,0.0002353823510929942,9.829812188399956e-05,0.0013772755628451705,0.0002999002463184297
29,Epipedobates machalilla,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),14.347020775840361,3.0111311762380883,0.01487264303179671,0.1817256986545157,0.012595963293252832,0.05882719101433417
30,Caecilia occidentalis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.9795005751288874,0.1648076130602132,0.009404729950072044,0.04762074800178909,0.010252233455126233,0.4862050040930919
31,Pristimantis celator,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),5.567209528369871,0.32203359047231267,0.01434242953402015,0.14663389529050877,0.0043852713184514,0.11498917742369444
32,Gephyromantis malagasius,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),17.42553552379536,5.3148318867019855,0.0008428752548882739,0.14580109488634632,0.005940039471809889,0.3128080114419664
33,Anodonthyla vallani,1,1,1,Louise Hobin,2016,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.28183318183324246,0.0017353238949725936,0.0,0.00287838326767087,7.067384899528406e-09,0.792422890663147
34,Scaphiophryne boribory,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.1819882290096464,0.061266700807409535,0.00021818496910783886,0.04787013476156296,0.04361777467660036,0.31298082327922927
35,Scaphiophryne boribory,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.8201340109415858,0.03181065883409664,0.0003861949807742298,0.05663936028667342,0.00911439313753511,0.3484802904077684
36,Leptodactylodon axillaris,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.2844497453339391,0.0060367486025484215,0.030211834236979485,0.21383342146873474,0.0009785313159227371,0.05819264054298401
37,Oreophryne crucifer,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.26175598706408,0.1333927094066884,0.0007759179803954954,0.009681332758787494,1.925922811138242e-05,0.0013679556689081384
38,Pristimantis maculosus,1,1,1,Louise Hobin,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.48112901079153747,0.008283723391169178,0.005592217668890953,0.03757944330573082,0.01660383865237236,0.36424490809440613
39,Pristimantis maculosus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.6085806115414055,0.008733758302066727,0.012777259330038438,0.06696138834792198,0.03127229972612842,0.3931514546925167
40,Pristimantis maculosus,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.6776727763460485,0.014728719640987853,0.02089906535271311,0.047649691818144185,0.007339640499565261,0.5077194167731074
41,Glandirana susurra,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.8108911067095012,0.014670902144710556,0.0,0.012231402972247452,0.0,0.0
42,Leptobrachella dringi,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),30.234534295866784,13.51044129827638,0.0003670513607476215,0.19956263945302544,0.015158820643464433,0.026126008363741474
43,Pristimantis atrabracus,1,1,1,Steve Best,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10021960683962604,0.0007992438944963422,0.003017615294083953,0.14000040292739868,6.410896457964554e-05,0.011610202491283417
44,Pristimantis hoogmoedi,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),1.4193560703943118,0.004400965078830277,0.003526128828525543,0.013241943903267384,0.005986215081065893,0.04936227202415466
45,Telmatobius atahualpai,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.000716211727652,0.48249188457372216,0.0008687485230293838,0.08396164891011904,0.010811702530564796,0.09584116136337079
46,Mantophryne insignis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),2.3106701775065908,0.07126770309094667,0.0006101400629329965,0.00012692605861460942,3.447356377800315e-13,2.775778986380542e-05
47,Ptychadena filwoha,1,1,1,Aina Pascual Cuadras,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.6279229692198398,0.010969720695786257,7.440826616551933e-21,0.14709852296494957,0.19879629266364862,0.12329456094460131
48,Tachycnemis seychellensis,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),1.1326578507783902,0.01469925419084723,0.0,0.0,0.0,0.0
49,Rhombophryne longicrus,1,1,1,Mark D. Scherz,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.3223427995770947,0.03198589503545925,0.0,0.18458538502454758,0.08003071649000049,0.366162970662117
50,Leptodactylus colombiensis,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),49.36530449972994,11.307132721997528,0.005438444351117472,0.05644843638257257,0.07473433288315934,0.35870504293744215
51,Leptodactylus colombiensis,6,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Presence Uncertain,0.10190428114175118,0.000819485888527646,0.050372492522001266,0.06112261861562729,0.005862809251993895,0.11899011582136154
52,Mantella manery,1,1,1,Louise Hobin,2015,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.4911640840400994,0.004647700761370125,0.000264039660600376,0.22037631541844419,0.03355692082658347,0.32116660157174626
53,Oreolalax jingdongensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.774007842901962,1.4631134481625627,0.005141487248948104,0.11485818991012565,0.0021582321209032184,0.09617591632678192
54,Ichthyophis paucidentulus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.7637300949245603,0.040333766265667266,0.004233177555649028,0.2860649772436572,1.1867758890059762e-09,0.05469663279946096
55,Hyloxalus ruizi,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2873311246760707,0.006569683640852535,0.08173889141996794,0.06655175289349269,0.009011672320799864,0.4442342736362676
56,Occidozyga rhacoda,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),17.444480245451498,2.996155128630365,0.0022123602029601487,0.13139772106061212,0.011055144410911816,0.014068235195202913
57,Occidozyga rhacoda,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.17545413983813,0.4994667921428112,0.00011269708360760777,0.05961394291098519,0.0032929533874444424,0.009371406788103574
58,Copiula annanoreenae,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10020988883292467,0.000799088699530147,0.0,0.00020622462034225464,7.419828762067482e-06,4.682665803557029e-06
59,Oreobates lehri,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.7266087202755929,0.11190503459647307,0.0007382395538016281,0.04316214475239064,0.02094911927121614,0.05075811219749229
60,Charadrahyla pinorum,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2019,IUCN (International Union for Conservation of Nature).,0,Extant (resident),1.243651063366972,0.061538400897285045,0.007833016362761848,0.10991831642356761,0.01278197230997688,0.2839525532873929
61,Charadrahyla pinorum,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature).,0,Extant (resident),1.3004998011666684,0.08913769623624732,0.0057891983226398235,0.12930995150417013,0.07071112230415873,0.20776129824996728
62,Austrochaperina mehelyi,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),9.568364488345935,0.3284176630310149,0.0002611670839662608,0.02244688680414225,0.0006068845189539429,0.0027091790876579047
63,Megophrys sangzhiensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.1118529102128867,0.0009955661641297675,0.0,0.09535367041826248,1.59075096844985e-11,0.035330574959516525
64,Rhinella festae,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),10.003148838726235,3.3608416981830103,0.0005698661618721791,0.012797017397702374,0.0015882770456937634,0.005765351223790051
65,Cacosternum boettgeri,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),81.980111706532,210.10858981069094,0.004226391607486474,0.07130507350925087,0.44812972991072286,0.0917606321656087
66,Anomaloglossus degranvillei,1,1,1,Louise Hobin,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10050295509424421,0.0008037696456545108,0.0,0.0,0.00010140993254026398,0.0
67,Cophyla karenae,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.19749595318764998,0.002485932199999418,0.0003832633665297181,0.33513468503952026,4.768760941686878e-09,0.4537671208381653
68,Platymantis luzonensis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.3319762133539643,0.15636356947243535,0.027171935695092506,0.2188334998004163,8.864136391611351e-10,0.060227624636035
69,Platymantis luzonensis,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.7509666915962863,0.05374805771430379,0.0009350751172372239,0.024761677316079367,1.3760917323085831e-10,0.024056841403861755
70,Platymantis luzonensis,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.5788842353950625,0.013333072375878677,0.0428226532042649,0.20161903213816898,0.00047172105775680865,0.053827034154281944
71,Sarcohyla cyanomma,4,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.10808110649919565,0.000929554031494972,0.0029445852851495147,0.07132341340184212,0.010185374645516276,0.14110883325338364
72,Plethodontohyla guentheri,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),2.413498655151589,0.11207213731250136,0.0005635844405047786,0.2054227389788603,0.01093097297157368,0.23769642226694537
73,Tomopterna milletihorsini,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.10053936753966634,0.00077960511514778,0.035681603476405144,0.12175599485635757,0.06983339454007442,0.599371612071991
74,Tomopterna milletihorsini,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.10053936747808123,0.0007796051141154026,0.035681603476405144,0.12175599485635757,0.06983339454007442,0.599371612071991
75,Ecnomiohyla fimbrimembra,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.300838193645544,0.17551878540057889,0.017949789663005082,0.09286011897548337,0.010685701524002883,0.21479027945208945
76,Cacosternum australis,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),7.9948965767362274,1.265686615754865,0.0030234839213768333,0.16437287723945554,0.3844681706294319,0.03960141850680398
77,Pristimantis viridis,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.5621014847190542,0.015860499423288515,0.00037506356716858,0.008378938494554912,0.022692668287921033,0.14632653383125566
78,Oedipina nimaso,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10617091013308153,0.0008969863975269419,0.0029044654220342636,0.07361792027950287,0.023360734805464745,0.10568004101514816
79,Atelopus limosus,1,1,1,Brian Gratwicke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.8854537389143715,0.11584615879295178,0.01891335141239145,0.03600867261253687,0.02009942726222099,0.09840104715032856
80,Oreophryne brachypus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),12.245790050247965,1.0719760608765805,0.0002889498580704795,0.00449343327156959,0.0007164886313166892,0.0016397996665291914
81,Natalobatrachus bonebergi,6,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Presence Uncertain,0.48509514650857355,0.018246636302020867,0.00493567339694761,0.17041489207802174,1.1822872891441498e-08,0.4576135987750206
82,Natalobatrachus bonebergi,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),7.7899687133799125,0.5029368511015869,0.028957104483535005,0.13128268951248617,3.14058308887228e-09,0.3174737657575381
83,Natalobatrachus bonebergi,5,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Extinct,0.6195776672746027,0.02805619923321308,0.03376125430306487,0.16040995215307513,1.0926765801760835e-08,0.5141955533061998
84,Atelopus pastuso,4,1,1,Laurence Jarvis,2012,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,2.956718267014422,0.29790091793031365,0.007209897514397804,0.13443017186339162,0.008621444102589287,0.2096983091560242
85,Boophis septentrionalis,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),10.908562774382128,1.5189902643097406,0.0003717423711799705,0.153709837196365,0.02440410132758825,0.23933418869754058
86,Boophis ankaratra,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),10.230957554814069,2.6992226946868216,0.0018087523396441187,0.051227260308602175,0.011218096121679318,0.6319198192753894
87,Philautus hosii,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),5.755957118927589,0.30733454975118735,0.004099527927353325,0.0926223852850414,0.0024860510445523535,0.006010999582971461
88,Philautus hosii,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),10.662811866362546,4.644385269746978,0.00016349109426670017,0.0754828415123944,0.0018190426275426824,0.002019770521774922
89,Hyloxalus subpunctatus,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),5.950604150264592,0.8996291101330559,0.01756002569738569,0.09873947811499678,0.03594065627369478,0.4915850135531399
90,Cophixalus tenuidactylus,1,1,1,Steve Best,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10773329678995662,0.0009235807580243423,0.000562247179914266,0.0070416368544101715,0.00021876404935028404,0.004447456449270248
91,Phrynopus pesantesi,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.09983758337713039,0.0007931717387003675,6.897834100527689e-05,0.06038930267095566,0.158216655254364,0.06399786472320557
92,Thorius magnipes,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.3608137191834055,0.0033563722258701436,0.04583489149808884,0.10253708064556122,1.5638014216889928e-09,0.18542903661727905
93,Pristimantis rozei,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.1429044260252017,0.0005612068706116078,0.10988564044237137,0.041485078632831573,0.0007839559693820775,0.15849396586418152
94,Rhinoderma rufum,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),10.195663393112593,2.3739380354143185,0.019872642549228187,0.09048874653401232,0.12290647021737694,0.13850682946403362
95,Tepuihyla luteolabris,1,1,1,Grisel Velasquez,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.625968606686222,0.007105669129683647,5.491153160619433e-06,0.0,0.0,0.0
96,Pelodytes atlanticus,1,1,1,Christophe Dufresnes,2020,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),18.61468016620311,4.670758528319921,0.026336011767711887,0.1479520078599485,0.013632745576013754,0.1500322543008321
97,Leptomantis gadingensis,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.4867108887500931,0.005741866750000681,0.026169544842559844,0.14383411407470703,0.0047640311531722546,0.00133412703871727
98,Bolitoglossa lozanoi,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),9.208548805935926,3.0004243009478087,0.0026947351497060208,0.04296513202095785,0.09495055947842122,0.4491373521583652
99,Mantidactylus ambreensis,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),6.238240067191372,0.8119178334899625,0.00026659296912601393,0.09188532970761092,0.05225136379259683,0.41562153568411914
100,Pristimantis condor,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.192844666604732,0.4336782923838983,0.0007409809917476361,0.023756793495291546,0.0024163138493853305,0.008535337181478248
101,Papurana attigua,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),183.01606517806857,11.544849371943501,0.0023856170742003915,0.18101326030080647,0.009158187744401119,0.02961350833129833
102,Bolitoglossa celaque,6,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.05601084452050955,0.0002496349485482062,0.007934660650789738,0.20425155758857727,7.232318077754485e-10,0.10424493998289108
103,Bolitoglossa celaque,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.30161144241089555,0.006609980010188489,0.007934660650789738,0.20425155758857727,7.232318077754485e-10,0.10424493998289108
104,Sooglossus thomasseti,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.3641625862314453,0.0017813811747268808,0.0,0.0,0.0,0.0
105,Bolitoglossa suchitanensis,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.11771852945209625,0.0006143727471639989,0.02163759060204029,0.45126670598983765,1.6666436009060703e-09,0.37782901525497437
106,Sylvirana maosonensis,1,1,1,Timothy Cutajar,2015,IUCN (International Union for Conservation of Nature) & Conseervation International,0,Extant (resident),363.76371876657674,15.010031160558249,0.005123768562972994,0.21202335689161395,0.0010559390367354446,0.08050248674747681
107,Cophyla tetra,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),3.987876838299253,0.5305783835301684,0.0004178562297952151,0.2139078234742371,0.008022665727342886,0.24790728310125124
108,Hyloscirtus torrenticola,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),8.605601913965568,0.44009374503039517,0.0011918935458426168,0.044414715748135644,0.009356072131173477,0.11648847608180879
109,Lithobates zweifeli,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),17.900297057439023,10.405667607290392,0.015568829255673431,0.12017123749607052,0.03236180007606176,0.20670411970876307
110,Duellmanohyla rufioculis,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),13.436524669479539,1.69044503629368,0.014026738422381335,0.07544582490072406,0.014060475888229307,0.1637352024588617
111,Opisthothylax immaculatus,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),50.08726791017144,66.39450047925105,0.0035062547188259023,0.06325790807844786,0.09830950062831234,0.08282916248730834
112,Scaphiophryne marmorata,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),4.928667847378145,1.0383937091909534,0.002140303458853945,0.12777784964759212,0.005456183998049685,0.3744355106037117
113,Pristimantis adnus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.9351886786710728,0.02846063929344324,0.00045150021628342647,0.01820753878009048,0.0157684812817555,0.033628712867960736
